supplier_id,name,industry,location,supplier_size,product_supplied,on_time_delivery,defect_rate,payment_delay_days,escalation_count,penalty_count,contract_duration_months,renewal_status,cost_per_unit,business_criticality,risk_score,recommended_action
SUP-01900,Smith and Sons,Pharma,Port Veronicafurt,Medium,Transport Services,83.9,3.32,2.0,0,0,47,Not Renewed,774.4,High,49,Renew
SUP-01901,Moody Group,Automotive,New Maureenburgh,Small,Motors,83.5,1.97,5.0,0,0,15,Not Renewed,797.48,Medium,61,Renegotiate
SUP-01902,Martinez and Sons,Automotive,Myersside,Medium,Chips,95.3,2.54,3.0,1,0,10,Not Renewed,124.6,Low,15,Renegotiate
SUP-01903,Stokes Inc,Automotive,Hullmouth,Medium,Cleaning Agents,64.4,1.91,4.0,0,0,6,Renewed,866.27,Medium,69,Renew
SUP-01904,"Salas, Rhodes and Thompson",Logistics,South Jennifer,Medium,Cleaning Agents,97.0,4.37,,0,1,9,Renewed,669.49,Low,63,Renegotiate
SUP-01905,Stewart Group,Pharma,Carolynburgh,Medium,Transport Services,84.7,4.25,0.0,2,2,32,Renewed,200.31,High,38,Renew
SUP-01906,Allen Inc,Chemicals,Port Anna,Medium,Cleaning Agents,95.3,1.65,15.0,0,0,22,Not Renewed,593.87,High,61,Renegotiate
SUP-01907,Lamb LLC,Pharma,Simonfurt,Medium,Chips,85.8,3.06,9.0,3,0,9,Not Renewed,71.52,High,34,Renew
SUP-01908,Rollins Ltd,Pharma,Amandatown,Small,Cleaning Agents,90.1,1.44,5.0,0,0,44,Not Renewed,411.48,High,20,Renegotiate
SUP-01909,Owen-Weber,Automotive,New Elizabeth,Small,Cleaning Agents,86.2,2.9,1.0,1,1,35,Not Renewed,694.2,Medium,22,Renew
SUP-01910,"Robinson, Russo and Powell",Logistics,East Kevin,Medium,Motors,90.4,1.05,,2,0,45,Renewed,80.12,Medium,66,Terminate
SUP-01911,"Curry, Young and Levy",Pharma,New Douglas,Large,Vaccines,78.1,2.38,3.0,2,0,14,Renewed,361.35,Low,11,Renew
SUP-01912,"Wagner, Smith and Jackson",Pharma,Lake Danielhaven,Medium,Transport Services,68.1,1.07,19.0,0,0,16,Not Renewed,845.55,Medium,80,Renegotiate
SUP-01913,Clark-Ford,Pharma,East Allen,Medium,Vaccines,95.4,1.83,4.0,3,1,39,Renewed,928.64,Medium,92,Renegotiate
SUP-01914,"Krause, Byrd and Schmidt",Pharma,Moralesmouth,Small,Cleaning Agents,77.3,2.37,12.0,1,0,19,Renewed,814.73,Medium,46,Renegotiate
SUP-01915,"Anthony, Padilla and Riley",Automotive,West Christinaburgh,Small,Vaccines,83.7,3.4,,1,1,24,Renewed,671.65,Low,31,Renew
SUP-01916,Higgins and Sons,Pharma,Cantushire,Medium,Cleaning Agents,64.6,1.87,9.0,1,1,13,Not Renewed,840.11,Medium,82,Renew
SUP-01917,Barnett Ltd,Chemicals,Hillview,Medium,Transport Services,83.3,0.12,10.0,0,1,21,Not Renewed,536.3,Medium,86,Renew
SUP-01918,Daniels-Berry,Logistics,Curtisberg,Small,Vaccines,88.0,2.85,12.0,3,0,21,Renewed,995.16,High,49,Renew
SUP-01919,Tran Inc,Automotive,South Paulaburgh,Medium,Vaccines,83.3,1.44,8.0,1,0,12,Renewed,932.37,High,33,Renegotiate
SUP-01920,Lang and Sons,Logistics,New Williammouth,Medium,Motors,91.3,3.95,7.0,1,0,33,Not Renewed,849.29,Medium,28,Renew
SUP-01921,Chang PLC,Automotive,Andrewmouth,Medium,Motors,80.9,3.62,,0,0,40,Not Renewed,477.24,High,32,Renew
SUP-01922,"Waller, Collins and Hawkins",Electronics,Christopherborough,Medium,Cleaning Agents,81.1,1.19,8.0,1,0,13,Renewed,170.65,Medium,92,Renegotiate
SUP-01923,"Mills, Dominguez and Brewer",Automotive,North Elizabeth,Large,Cleaning Agents,76.8,3.37,12.0,0,0,47,Not Renewed,854.73,Low,86,Renew
SUP-01924,Ramos and Sons,Pharma,Lake Troyshire,Small,Transport Services,70.2,3.63,3.0,0,1,20,Not Renewed,165.61,High,42,Renew
SUP-01925,"Cole, Kirk and Miranda",Automotive,Davidbury,Medium,Transport Services,76.7,3.08,2.0,2,0,40,Not Renewed,495.73,Medium,47,Renew
SUP-01926,"Vazquez, Goodwin and Stewart",Logistics,Roseside,Large,Cleaning Agents,68.3,2.99,2.0,0,0,44,Not Renewed,676.27,Medium,21,Renew
SUP-01927,"Lee, Bauer and Clark",Chemicals,Gilesport,Large,Vaccines,95.0,,14.0,0,0,16,Not Renewed,110.63,Medium,61,Renew
SUP-01928,"Rice, Hernandez and Richards",Automotive,Heatherville,Small,Cleaning Agents,76.5,0.52,3.0,0,0,25,Not Renewed,936.54,Low,38,Renegotiate
SUP-01929,Smith PLC,Automotive,Lake Wendyville,Small,Transport Services,83.6,,9.0,1,0,42,Renewed,567.64,High,62,Renegotiate
SUP-01930,Ray PLC,Electronics,Port Kevinport,Small,Chips,82.5,1.96,8.0,1,0,25,Renewed,46.77,Medium,64,Renew
SUP-01931,Cooper and Sons,Electronics,Dwaynehaven,Medium,Chips,96.0,0.36,23.0,1,0,40,Not Renewed,662.03,High,59,Renegotiate
SUP-01932,Chen-Castro,Electronics,Susanfurt,Medium,Chips,73.8,3.06,15.0,7,0,29,Renewed,251.24,High,48,Renew
SUP-01933,Hernandez-Smith,Electronics,Walterschester,Medium,Cleaning Agents,87.5,6.41,3.0,0,1,36,Not Renewed,217.73,Low,12,Renegotiate
SUP-01934,"Porter, Owens and Fisher",Logistics,Kathyburgh,Small,Motors,78.7,1.68,13.0,2,0,35,Not Renewed,828.02,High,75,Renew
SUP-01935,Mahoney PLC,Electronics,Lake Madeline,Large,Cleaning Agents,73.5,3.31,1.0,0,1,36,Renewed,219.29,Medium,12,Renegotiate
SUP-01936,"Jarvis, Thompson and Johnson",Chemicals,Port Johnville,Medium,Transport Services,69.5,4.7,2.0,1,2,7,Not Renewed,232.1,High,73,Renegotiate
SUP-01937,"Price, Austin and Morales",Automotive,Jamesfort,Medium,Motors,88.1,2.59,1.0,2,0,43,Renewed,792.35,High,73,Renegotiate
SUP-01938,Martinez PLC,Chemicals,Carterville,Small,Chips,89.7,2.83,1.0,0,0,18,Not Renewed,973.93,Low,41,Renew
SUP-01939,Butler-Turner,Automotive,Shanestad,Large,Transport Services,84.6,3.47,7.0,6,0,46,Renewed,641.01,Medium,51,Renegotiate
SUP-01940,Guzman-Bush,Logistics,Carlosmouth,Medium,Cleaning Agents,85.4,3.44,10.0,1,1,8,Renewed,688.29,Low,85,Renegotiate
SUP-01941,"Dean, Howell and Orr",Logistics,East Joel,Small,Transport Services,88.5,1.66,4.0,0,1,37,Not Renewed,625.65,Low,79,Renew
SUP-01942,Jones Ltd,Logistics,Port Rhondabury,Medium,Vaccines,70.7,4.74,4.0,2,1,20,Renewed,777.21,High,87,Renew
SUP-01943,Thornton-Ortega,Chemicals,Morrisonstad,Medium,Transport Services,69.4,2.75,9.0,3,0,9,Not Renewed,331.91,Medium,53,Renew
SUP-01944,Jimenez-Martin,Chemicals,Chavezton,Medium,Cleaning Agents,77.7,,7.0,1,0,31,Renewed,292.79,Medium,69,Renegotiate
SUP-01945,"Turner, Johnston and Shepherd",Chemicals,Lake Jonathan,Large,Motors,81.5,2.85,6.0,0,1,30,Not Renewed,127.92,Low,10,Renegotiate
SUP-01946,"Clayton, English and Wade",Chemicals,Johnsonshire,Large,Cleaning Agents,82.4,2.48,22.0,1,0,43,Renewed,956.93,High,22,Terminate
SUP-01947,Sullivan-Baker,Logistics,Morgantown,Large,Motors,76.6,2.16,7.0,2,1,39,Renewed,640.92,Medium,66,Renew
SUP-01948,Parker LLC,Logistics,Port Diana,Medium,Motors,90.9,1.68,2.0,0,0,27,Not Renewed,50.47,Low,93,Renew
SUP-01949,Taylor Inc,Logistics,North Coreystad,Large,Chips,96.7,0.29,3.0,1,0,40,Not Renewed,346.56,Medium,39,Renew
SUP-01950,Huffman Ltd,Chemicals,Brendaview,Medium,Cleaning Agents,95.4,1.12,6.0,2,0,31,Renewed,81.77,Medium,88,Renegotiate
SUP-01951,"Beck, Spears and Mcdonald",Electronics,Lake Jenna,Medium,Transport Services,74.6,3.14,1.0,1,0,16,Not Renewed,343.92,High,58,Terminate
SUP-01952,Henderson Group,Automotive,Johnsonmouth,Large,Motors,84.4,0.85,12.0,1,0,28,Not Renewed,622.97,Medium,76,Renew
SUP-01953,"Hall, Rodriguez and Palmer",Electronics,West Richard,Medium,Cleaning Agents,77.8,,5.0,0,1,18,Renewed,902.16,Low,53,Renew
SUP-01954,Harris-Schneider,Logistics,Bryanstad,Small,Transport Services,74.0,4.14,8.0,2,0,21,Renewed,180.34,Medium,40,Renew
SUP-01955,Martinez Group,Pharma,North Derrick,Medium,Motors,72.0,1.27,6.0,1,1,31,Not Renewed,136.98,High,57,Renegotiate
SUP-01956,Bradley-Scott,Chemicals,Port Aliciamouth,Small,Chips,76.7,2.3,17.0,1,1,9,Not Renewed,91.93,High,83,Renegotiate
SUP-01957,"Proctor, Taylor and Miller",Automotive,Port Juan,Large,Chips,77.7,4.38,3.0,2,0,43,Not Renewed,575.95,Medium,75,Renegotiate
SUP-01958,Thompson Ltd,Logistics,Greenfort,Medium,Transport Services,82.6,1.43,9.0,0,0,41,Renewed,665.45,Low,42,Renew
SUP-01959,Allen and Sons,Logistics,West Debraton,Medium,Cleaning Agents,82.1,5.16,15.0,0,1,23,Renewed,553.04,High,51,Renegotiate
SUP-01960,Gibbs-Richmond,Pharma,New Cassieberg,Small,Motors,87.0,3.35,6.0,1,1,9,Renewed,615.0,High,29,Renew
SUP-01961,Smith PLC,Pharma,Curtisberg,Medium,Vaccines,109.5,3.3,18.0,0,0,30,Renewed,958.75,High,21,Renew
SUP-01962,Nash-Underwood,Automotive,Lloydville,Small,Vaccines,109.0,,3.0,1,1,26,Renewed,473.11,Medium,34,Renew
SUP-01963,"Kemp, Oneill and Moss",Pharma,Juanside,Medium,Transport Services,69.2,5.12,16.0,2,0,11,Renewed,789.02,Medium,52,Renegotiate
SUP-01964,Smith and Sons,Automotive,South Emilyburgh,Medium,Motors,88.9,0.12,7.0,1,0,20,Not Renewed,472.32,Medium,91,Renew
SUP-01965,Carroll-Harper,Pharma,Jacquelinetown,Large,Motors,87.1,4.9,,5,0,27,Not Renewed,928.69,Medium,82,Terminate
SUP-01966,"Reyes, George and Winters",Electronics,South Andrewborough,Medium,Chips,61.1,3.36,19.0,4,0,40,Renewed,101.87,High,28,Renegotiate
SUP-01967,Rivera-Holland,Logistics,West Jessicafort,Medium,Cleaning Agents,85.3,1.25,16.0,1,0,7,Renewed,397.33,Medium,47,Renew
SUP-01968,"Lee, Brown and Rodriguez",Automotive,Port Manuel,Medium,Cleaning Agents,94.2,3.33,31.0,1,1,21,Not Renewed,445.0,High,49,Renegotiate
SUP-01969,"Evans, Scott and Rodriguez",Electronics,Michaelfort,Small,Cleaning Agents,101.5,1.16,4.0,2,0,31,Renewed,713.35,Medium,59,Renew
SUP-01970,Barnes Group,Chemicals,South Gregoryhaven,Large,Vaccines,93.0,2.54,4.0,3,1,17,Not Renewed,781.98,High,39,Renew
SUP-01971,Robinson Ltd,Chemicals,Jonesstad,Medium,Transport Services,107.9,4.9,11.0,1,0,15,Renewed,310.4,Low,21,Renew
SUP-01972,Moore-Jones,Logistics,East Adam,Large,Motors,72.8,3.73,4.0,2,1,39,Renewed,512.78,Medium,60,Terminate
SUP-01973,White PLC,Pharma,East Johnchester,Small,Cleaning Agents,75.1,2.99,3.0,3,0,8,Renewed,921.13,High,32,Renegotiate
SUP-01974,Wright Ltd,Pharma,North Lucas,Large,Cleaning Agents,93.1,3.88,1.0,0,0,45,Not Renewed,229.06,High,27,Terminate
SUP-01975,Tate-Martinez,Chemicals,West William,Small,Motors,72.1,0.41,8.0,0,1,15,Renewed,363.67,Medium,54,Renegotiate
SUP-01976,"Morgan, Wolf and Dunn",Logistics,North Brianstad,Large,Motors,75.7,3.93,8.0,2,2,41,Renewed,525.46,High,87,Renew
SUP-01977,"Buckley, Ross and Rios",Chemicals,Schmidtshire,Medium,Cleaning Agents,91.2,3.12,14.0,3,1,33,Renewed,60.49,High,52,Renew
SUP-01978,Schneider Group,Pharma,Lake Rebecca,Medium,Transport Services,101.2,3.76,7.0,1,1,23,Not Renewed,710.84,High,76,Terminate
SUP-01979,Dean-Pineda,Pharma,Hubbardmouth,Small,Cleaning Agents,75.2,2.31,6.0,1,0,12,Not Renewed,919.6,Medium,64,Renegotiate
SUP-01980,"Thompson, Ellis and Santana",Pharma,Port Regina,Medium,Transport Services,80.9,4.84,3.0,3,0,14,Renewed,204.03,High,64,Terminate
SUP-01981,Norris-Taylor,Chemicals,North Kenneth,Medium,Vaccines,92.3,0.58,11.0,0,1,28,Not Renewed,586.6,Low,73,Renew
SUP-01982,Holland-Logan,Chemicals,New Jillfort,Medium,Chips,85.3,1.37,7.0,0,1,47,Renewed,475.44,High,80,Renew
SUP-01983,Thomas-Sullivan,Electronics,Bryanmouth,Small,Transport Services,74.7,4.48,6.0,0,0,14,Renewed,231.52,Medium,12,Renew
SUP-01984,"Martin, Shaw and Thompson",Pharma,Kimberlyport,Medium,Vaccines,84.8,1.12,16.0,0,0,39,Not Renewed,556.36,Medium,94,Renew
SUP-01985,Smith and Sons,Logistics,Wilsonville,Medium,Chips,106.2,2.67,5.0,1,0,32,Renewed,81.95,Medium,12,Renew
SUP-01986,Dougherty-Evans,Electronics,South Jamesville,Large,Cleaning Agents,83.4,5.54,0.0,1,0,22,Not Renewed,67.11,Medium,34,Renew
SUP-01987,Cross LLC,Pharma,South Deborahport,Medium,Motors,85.8,1.54,3.0,1,1,10,Renewed,930.69,High,90,Renegotiate
SUP-01988,Matthews Ltd,Chemicals,South Dianachester,Small,Chips,101.8,1.64,6.0,0,0,19,Not Renewed,715.62,Medium,57,Renew
SUP-01989,Jennings and Sons,Pharma,Kempborough,Medium,Motors,91.0,,4.0,0,1,45,Not Renewed,47.71,High,23,Renew
SUP-01990,Wells and Sons,Logistics,Marymouth,Large,Vaccines,72.3,3.07,0.0,0,0,24,Not Renewed,166.95,High,41,Terminate
SUP-01991,Stephens Inc,Logistics,Jamieburgh,Large,Transport Services,86.5,2.2,12.0,1,0,44,Not Renewed,18.82,Medium,33,Renegotiate
SUP-01992,Kelley Ltd,Chemicals,Dayberg,Large,Motors,75.6,4.91,2.0,1,0,7,Renewed,338.84,High,61,Renew
SUP-01993,"White, Gregory and Hughes",Logistics,North Claire,Medium,Transport Services,73.7,1.64,20.0,3,1,26,Renewed,757.37,Medium,90,Renew
SUP-01994,Jackson Inc,Pharma,Richardside,Small,Chips,98.9,1.39,4.0,2,0,47,Renewed,403.16,High,16,Renegotiate
SUP-01995,"Harper, Atkins and Bush",Pharma,Port Katrina,Large,Chips,76.8,2.68,2.0,0,0,10,Renewed,76.93,High,54,Renew
SUP-01996,Wilson LLC,Chemicals,Johnton,Large,Motors,79.2,2.58,13.0,0,0,28,Renewed,991.4,High,79,Renegotiate
SUP-01997,Durham-Medina,Pharma,East Garyside,Medium,Transport Services,72.5,2.65,4.0,0,1,21,Not Renewed,552.36,High,50,Renegotiate
SUP-01998,"Humphrey, Ayers and Griffin",Pharma,Jefferystad,Small,Cleaning Agents,83.3,4.11,,1,0,31,Renewed,955.92,Low,51,Renew
SUP-01999,Johnson-Richardson,Logistics,Ericville,Medium,Transport Services,96.5,2.72,0.0,1,0,24,Not Renewed,877.76,High,54,Renegotiate
SUP-02000,"Brown, Adams and Davis",Electronics,New Angelashire,Medium,Chips,81.1,3.36,2.0,2,0,29,Renewed,304.43,Medium,75,Renegotiate
SUP-02001,"Barrett, Rios and Bradford",Chemicals,West Billyton,Medium,Cleaning Agents,66.4,4.49,6.0,0,1,14,Renewed,170.87,Medium,86,Terminate
SUP-02002,Roy-Brennan,Logistics,North Mark,Medium,Vaccines,74.3,4.28,12.0,0,0,17,Not Renewed,369.01,Medium,64,Terminate
SUP-02003,Byrd Ltd,Electronics,New Anthonymouth,Medium,Vaccines,78.7,1.94,12.0,1,1,43,Not Renewed,658.3,High,58,Terminate
SUP-02004,Simmons-Brown,Automotive,Rossborough,Medium,Chips,92.4,1.25,33.0,2,1,45,Not Renewed,45.36,Medium,72,Terminate
SUP-02005,"Cox, Gray and Blair",Pharma,Melissaview,Medium,Vaccines,100.9,1.4,15.0,1,0,8,Not Renewed,699.21,Medium,25,Renew
SUP-02006,Williams-Haynes,Automotive,New Andrew,Small,Vaccines,97.3,2.62,12.0,1,0,34,Renewed,106.82,High,10,Terminate
SUP-02007,Lewis-Nelson,Chemicals,South Andrea,Medium,Motors,91.2,4.25,7.0,1,1,23,Renewed,391.47,Low,49,Renegotiate
SUP-02008,Mosley-Reese,Logistics,Lake Lindaborough,Large,Chips,88.0,3.8,12.0,0,1,32,Renewed,806.66,High,50,Renew
SUP-02009,"Ross, Sanchez and Barton",Automotive,East Alexandra,Small,Cleaning Agents,85.2,5.37,6.0,0,0,31,Not Renewed,14.93,High,38,Renew
SUP-02010,"Robinson, Dougherty and Foster",Automotive,Port Jessica,Medium,Cleaning Agents,77.8,5.48,6.0,1,0,9,Not Renewed,204.69,Medium,81,Terminate
SUP-02011,"Phillips, Harrell and Carter",Pharma,West Barry,Medium,Transport Services,80.0,0.87,10.0,1,0,15,Renewed,994.82,Low,83,Renew
SUP-02012,Baker PLC,Chemicals,South Maria,Medium,Chips,90.1,2.87,1.0,1,1,29,Renewed,397.78,High,68,Renegotiate
SUP-02013,"Hartman, Cain and Roberts",Logistics,Melissaside,Medium,Cleaning Agents,75.2,1.32,25.0,0,0,28,Not Renewed,627.9,High,59,Renew
SUP-02014,Murray-Rodriguez,Chemicals,North Dianaport,Medium,Chips,88.1,2.85,3.0,3,0,32,Renewed,49.35,High,27,Renegotiate
SUP-02015,Day Group,Electronics,West Sara,Large,Chips,,0.84,7.0,0,0,25,Not Renewed,303.15,Medium,84,Renew
SUP-02016,Garrett Group,Chemicals,Clayland,Small,Vaccines,88.1,2.65,4.0,0,0,26,Renewed,31.92,Medium,88,Renew
SUP-02017,Patterson-Harrison,Pharma,Klinestad,Medium,Vaccines,,1.26,6.0,2,0,17,Renewed,167.97,Medium,31,Renew
SUP-02018,Miller PLC,Automotive,South Danny,Small,Motors,89.8,1.96,8.0,0,1,19,Not Renewed,58.31,High,84,Renegotiate
SUP-02019,"Buchanan, Gray and Stewart",Logistics,Juliatown,Medium,Chips,100.0,3.32,11.0,1,0,34,Renewed,998.24,High,27,Renew
SUP-02020,"Butler, Willis and Crawford",Pharma,Garrettburgh,Medium,Cleaning Agents,88.3,3.72,2.0,1,1,18,Not Renewed,424.69,Low,45,Renew
SUP-02021,Torres-Day,Electronics,Katieton,Small,Transport Services,105.4,1.46,8.0,0,1,9,Not Renewed,738.64,High,46,Renew
SUP-02022,Hebert-Rosario,Automotive,Amberchester,Medium,Transport Services,75.6,,25.0,1,0,46,Renewed,936.52,Medium,56,Terminate
SUP-02023,Cruz-Bradshaw,Chemicals,South Roy,Small,Cleaning Agents,99.1,1.57,2.0,1,0,9,Renewed,938.26,High,82,Terminate
SUP-02024,Hall and Sons,Automotive,Lake Cristina,Medium,Cleaning Agents,75.0,6.4,5.0,0,0,21,Renewed,492.82,High,67,Renew
SUP-02025,Phelps LLC,Logistics,South Brian,Medium,Transport Services,68.2,3.45,15.0,0,1,10,Renewed,818.94,High,28,Renegotiate
SUP-02026,"Miller, Mclean and Flores",Automotive,South Timothy,Medium,Vaccines,89.8,3.77,11.0,0,0,42,Not Renewed,815.38,High,17,Renew
SUP-02027,"Diaz, Smith and Thomas",Chemicals,Nicolemouth,Medium,Motors,71.8,2.88,0.0,1,1,22,Renewed,387.89,High,42,Renew
SUP-02028,Ryan PLC,Electronics,Richmondchester,Medium,Cleaning Agents,89.9,,4.0,2,0,36,Renewed,861.62,Low,30,Renew
SUP-02029,Lewis PLC,Chemicals,West Adamtown,Medium,Vaccines,82.1,2.78,3.0,2,0,30,Not Renewed,923.91,High,78,Renew
SUP-02030,Ingram and Sons,Automotive,Patrickstad,Large,Vaccines,104.0,2.4,1.0,2,2,42,Renewed,302.84,Medium,34,Renew
SUP-02031,Mendoza-Page,Electronics,New Kimberlymouth,Medium,Motors,91.7,0.34,8.0,1,0,43,Not Renewed,558.27,Low,65,Terminate
SUP-02032,"Jackson, Ingram and Ellison",Logistics,New Ricardoshire,Large,Motors,103.1,2.53,6.0,1,1,10,Renewed,706.38,High,34,Renegotiate
SUP-02033,"Rodriguez, Taylor and Casey",Automotive,East Pennyshire,Small,Cleaning Agents,84.3,2.07,11.0,2,0,35,Renewed,551.53,High,50,Renegotiate
SUP-02034,Mitchell-Torres,Pharma,Garybury,Large,Transport Services,92.1,2.38,14.0,0,0,14,Renewed,388.8,High,14,Renew
SUP-02035,"Moyer, Beck and Goodwin",Logistics,New Sabrinastad,Medium,Vaccines,84.7,4.17,4.0,1,1,38,Not Renewed,939.7,Medium,27,Renew
SUP-02036,"Williams, Nelson and Phillips",Chemicals,Morenostad,Medium,Transport Services,87.5,1.18,1.0,0,0,19,Renewed,130.87,Medium,45,Renegotiate
SUP-02037,Johnson-Bautista,Pharma,West Tonyafort,Medium,Motors,,1.48,5.0,1,0,42,Renewed,799.28,Medium,48,Renew
SUP-02038,Morgan Group,Automotive,Richville,Medium,Chips,102.5,2.51,1.0,2,0,46,Not Renewed,147.72,Medium,11,Renew
SUP-02039,Martin-Johnston,Logistics,Stevenstad,Small,Vaccines,88.7,2.69,10.0,0,1,8,Renewed,376.92,Low,15,Terminate
SUP-02040,Torres and Sons,Logistics,Matthewborough,Large,Chips,103.3,0.5,2.0,0,0,39,Not Renewed,777.7,High,55,Renew
SUP-02041,Bell Group,Pharma,Riverashire,Medium,Vaccines,87.1,2.42,,4,0,24,Renewed,747.15,High,31,Renew
SUP-02042,"Clark, Reeves and Dennis",Pharma,Ryanville,Small,Chips,83.9,,14.0,0,0,21,Renewed,909.69,Low,71,Renew
SUP-02043,"Goodman, Wilson and Campbell",Logistics,Nashview,Medium,Vaccines,80.0,1.18,13.0,0,0,25,Renewed,365.92,Low,17,Renegotiate
SUP-02044,"Thompson, Rangel and Holloway",Automotive,East Amyland,Large,Motors,87.3,0.23,0.0,1,0,12,Renewed,51.19,High,26,Renegotiate
SUP-02045,"Black, Snyder and Harrison",Logistics,South Alvinside,Small,Vaccines,81.2,3.14,9.0,0,0,22,Not Renewed,529.53,Medium,31,Renew
SUP-02046,Lopez-Frederick,Electronics,Spencerport,Large,Vaccines,62.3,3.44,7.0,3,0,33,Renewed,913.99,Medium,27,Renegotiate
SUP-02047,Baxter-Allen,Logistics,Lake Robert,Small,Vaccines,94.9,3.07,2.0,2,0,24,Renewed,198.92,High,91,Renegotiate
SUP-02048,Thomas-Craig,Chemicals,Kramerstad,Small,Transport Services,84.0,1.27,4.0,0,0,12,Not Renewed,569.15,High,89,Renegotiate
SUP-02049,"Perez, Hill and Martinez",Chemicals,North Carriemouth,Large,Cleaning Agents,78.7,3.16,22.0,4,1,35,Not Renewed,676.84,High,94,Renew
SUP-02050,Weaver Ltd,Pharma,Bellfurt,Small,Cleaning Agents,85.0,1.28,14.0,0,0,9,Not Renewed,743.36,Medium,94,Terminate
SUP-02051,Christensen PLC,Logistics,Colemanhaven,Small,Cleaning Agents,93.1,4.25,16.0,0,1,41,Renewed,401.92,High,84,Renegotiate
SUP-02052,"Ramirez, Decker and West",Logistics,Anthonyland,Small,Transport Services,74.7,4.32,12.0,1,0,38,Not Renewed,635.44,High,29,Renew
SUP-02053,"Moore, Diaz and Matthews",Electronics,Lake Timothyfort,Large,Transport Services,93.5,,2.0,1,0,6,Renewed,96.52,High,30,Terminate
SUP-02054,Huerta-Berger,Pharma,Tateville,Medium,Motors,85.1,2.11,7.0,2,2,40,Renewed,433.99,Medium,14,Terminate
SUP-02055,Rhodes PLC,Logistics,South Robertmouth,Small,Cleaning Agents,92.6,3.1,2.0,2,0,12,Renewed,14.46,High,13,Renegotiate
SUP-02056,"Morgan, Jackson and Rush",Chemicals,Port Davidport,Medium,Transport Services,69.0,0.93,8.0,0,0,43,Renewed,925.87,High,90,Renegotiate
SUP-02057,"Olson, Reyes and Harrison",Electronics,Port Christopher,Medium,Vaccines,102.2,2.68,6.0,1,1,27,Not Renewed,219.5,Low,74,Renew
SUP-02058,Lewis Ltd,Automotive,Griffinside,Medium,Cleaning Agents,97.4,0.65,24.0,1,1,33,Renewed,625.06,High,54,Renegotiate
SUP-02059,Perez-Woods,Automotive,New Danaburgh,Medium,Chips,106.9,1.21,12.0,2,0,21,Renewed,178.78,High,61,Renegotiate
SUP-02060,Booker-Dickerson,Automotive,Christopherstad,Small,Cleaning Agents,82.7,2.33,6.0,1,0,45,Renewed,48.08,Medium,77,Renegotiate
SUP-02061,Tran-Jacobs,Pharma,Lake Miguel,Large,Cleaning Agents,100.2,0.54,1.0,1,0,41,Not Renewed,144.01,High,42,Renegotiate
SUP-02062,Norman Group,Electronics,North Ryan,Medium,Vaccines,99.2,3.19,8.0,0,0,7,Not Renewed,651.56,Low,66,Renew
SUP-02063,Brock LLC,Electronics,East Stephenburgh,Medium,Cleaning Agents,100.2,0.11,6.0,1,0,46,Not Renewed,594.76,Low,76,Renew
SUP-02064,"Burke, Patterson and Levy",Pharma,South Coreyberg,Large,Vaccines,94.0,2.16,10.0,3,0,32,Renewed,376.92,Low,78,Renew
SUP-02065,Jones Inc,Logistics,Adamsburgh,Medium,Chips,105.9,2.5,14.0,1,1,16,Not Renewed,635.04,Medium,30,Renew
SUP-02066,Wong-Kim,Electronics,Newtonfurt,Small,Transport Services,94.0,,1.0,0,0,9,Renewed,448.84,Medium,70,Renew
SUP-02067,Wilson Ltd,Automotive,Johnton,Large,Cleaning Agents,81.0,4.05,2.0,2,1,22,Renewed,562.94,Medium,63,Renew
SUP-02068,Young Group,Logistics,West Marcusmouth,Small,Transport Services,87.9,1.51,11.0,1,0,6,Renewed,588.42,Medium,68,Renegotiate
SUP-02069,Gamble Inc,Electronics,New Jessica,Large,Motors,75.8,4.9,23.0,0,0,44,Not Renewed,85.92,Low,67,Terminate
SUP-02070,"Cook, Park and Kelly",Electronics,Maloneberg,Medium,Chips,70.6,2.0,14.0,0,0,37,Renewed,699.56,Medium,78,Renew
SUP-02071,Lewis PLC,Chemicals,Lake Samanthastad,Medium,Vaccines,106.0,1.05,4.0,2,0,11,Renewed,354.44,Medium,16,Renew
SUP-02072,"Sanders, Anderson and Garrison",Logistics,Rodriguezland,Large,Motors,68.4,1.73,14.0,0,1,7,Renewed,646.6,High,82,Renew
SUP-02073,"Choi, Mckay and Fitzpatrick",Logistics,West Christina,Medium,Vaccines,78.2,1.45,11.0,0,1,32,Not Renewed,336.31,Medium,78,Renegotiate
SUP-02074,Sutton-Ramos,Pharma,South Christopher,Large,Transport Services,88.2,2.6,7.0,1,1,21,Renewed,246.59,High,14,Renew
SUP-02075,"Garcia, Shaw and Moore",Logistics,Evanstown,Small,Vaccines,93.2,2.91,0.0,2,0,10,Renewed,16.99,Medium,65,Renegotiate
SUP-02076,Park-Lewis,Chemicals,New Davidstad,Medium,Cleaning Agents,47.9,1.98,,1,0,46,Renewed,233.37,Medium,77,Terminate
SUP-02077,"Jones, Yates and Moore",Electronics,Sancheztown,Small,Cleaning Agents,69.1,2.25,16.0,0,1,23,Renewed,23.51,Medium,78,Renegotiate
SUP-02078,"Barrera, Marks and Diaz",Pharma,Millerchester,Medium,Cleaning Agents,78.4,4.23,13.0,4,0,18,Not Renewed,445.01,Low,12,Renew
SUP-02079,Kim Group,Pharma,Lake Amanda,Medium,Motors,,0.34,7.0,0,1,30,Not Renewed,879.91,Medium,14,Renew
